highest/JJS body/NN in/IN elected/VBN officials/NNS
madam/NN speaker/NN in/IN christmas/NNS eve/NN
my/PRP$ hometown/NN in/IN worcester/NN massachusetts/NNS
long/JJ history/NN in/IN drug/NN addiction/NN
just/RB one/CD in/IN the/DT many/JJ
of/IN terms/NNS in/IN protecting/VBG what/WP
understanding/NN based/VBN in/IN my/PRP$ conversations/NNS
with/IN members/NNS in/IN the/DT judiciary/NN
the/DT bill/NN in/IN rights/NNS to/TO
the/DT right/NN in/IN the/DT people/NNS
each/DT member/NN in/IN this/DT house/NN
the/DT passage/NN in/IN this/DT important/JJ
the/DT protection/NN in/IN lawful/JJ commerce/NN
the/DT protection/NN in/IN lawful/JJ commerce/NN
of/IN light/NN in/IN the/DT concerted/JJ
by/IN opponents/NNS in/IN the/DT second/JJ
the/DT thousands/NNS in/IN people/NNS who/WP
and/CC sellers/NNS in/IN firearms/NNS and/CC
the/DT role/NN in/IN personal/JJ responsibility/NN
original/JJ objective/NN in/IN s/VBZ the/DT
the/DT protection/NN in/IN lawful/JJ commerce/NN
primarily/RB because/IN in/IN unconstitutional/JJ gun/NN
an/DT opponent/NN in/IN all/DT federal/JJ
any/DT violation/NN in/IN this/DT requirement/NN
instead/RB in/IN each/DT gun/NN
that/IN use/NN in/IN such/JJ bullets/NNS
and/CC committee/NN in/IN the/DT judiciary/NN
the/DT constitution/NN in/IN the/DT united/VBN
the/DT history/NN in/IN tort/NN law/NN
the/DT principle/NN in/IN individual/JJ responsibility/NN
the/DT progeny/NN in/IN cases/NNS that/WDT
the/DT face/NN in/IN both/DT our/PRP$
the/DT history/NN in/IN common/JJ law/NN
the/DT effectiveness/NN in/IN state/NN militias/NNS
the/DT scope/NN in/IN the/DT second/JJ
or/CC efficiency/NN in/IN a/DT well/RB
results/NNS based/VBN in/IN what/WP a/DT
the/DT timing/NN in/IN the/DT conviction/NN
on/IN support/NN in/IN s/VBZ the/DT
the/DT committee/NN in/IN the/DT judiciary/NN
of/IN may/MD in/IN this/DT year/NN
unlawful/JJ misuse/NN in/IN their/PRP$ products/NNS
or/CC seller/NN in/IN a/DT qualified/JJ
for/IN breach/NN in/IN contract/NN or/CC
the/DT purchase/NN in/IN a/DT firearm/NN
or/CC manufacture/NN in/IN a/DT firearm/NN
firearms/NNS industry/NN in/IN the/DT theory/NN
appropriate/JJ branch/NN in/IN government/NN to/TO
the/DT line/NN in/IN fire/NN
commerce/NN clause/NN in/IN the/DT constitution/NN
impose/VB burdens/NNS in/IN the/DT interstate/JJ
that/IN some/DT in/IN the/DT editorial/NN
and/CC control/NN in/IN the/DT dealer/NN
the/DT possession/NN in/IN the/DT criminal/JJ
considered/VBN instances/NNS in/IN failure/NN to/TO
designated/VBN area/NN in/IN the/DT atf/NN
been/VBN located/VBN in/IN but/CC other/JJ
washington/NN department/NN in/IN licensing/NN and/CC
the/DT manufacturer/NN in/IN the/DT product/NN
criminal/JJ misuse/NN in/IN that/DT product/NN
of/IN consideration/NN in/IN s/PRP
the/DT hands/NNS in/IN the/DT dc/NN
on/IN half/NN in/IN all/DT texas/NNS
on/IN support/NN in/IN the/DT rule/NN
on/IN support/NN in/IN the/DT underlying/JJ
to/TO vote/VB in/IN the/DT floor/NN
governors/NNS signing/VBG in/IN to/TO the/DT
the/DT committee/NN in/IN the/DT judiciary/NN
the/DT protection/NN in/IN lawful/JJ commerce/NN
simple/JJ hope/NN in/IN bankrupting/VBG this/DT
to/TO focus/VB in/IN a/DT recent/JJ
the/DT fact/NN in/IN the/DT matter/NN
the/DT district/NN in/IN columbia/NN
firearms/NNS breaches/NNS in/IN contract/NN criminal/JJ
are/VBP voting/VBG in/IN this/DT bill/NN
this/DT piece/NN in/IN legislation/NN
and/CC consideration/NN in/IN points/NNS raised/VBN
and/CC sellers/NNS in/IN firearms/NNS
of/IN favor/NN in/IN frivolous/JJ lawsuits/NNS
on/IN favor/NN in/IN banning/VBG gun/NN
careful/JJ reading/NN in/IN the/DT provisions/NNS
the/DT provisions/NNS in/IN this/DT legislation/NN
outside/IN here/RB in/IN washington/NN dc/NN
it/PRP protection/NN in/IN lawful/JJ commerce/NN
negligent/JJ sales/NNS in/IN weapons/NNS to/TO
the/DT hands/NNS in/IN criminals/NNS will/MD
innocent/JJ victims/NNS in/IN crimes/NNS in/IN
in/IN crimes/NNS in/IN their/PRP$ rights/NNS
the/DT bureau/NN in/IN alcohol/NN firearms/NNS
nearly/RB percent/NN in/IN the/DT guns/NNS
real/JJ beneficiaries/NNS in/IN this/DT legislation/NN
the/DT hands/NNS in/IN criminals/NNS
the/DT victims/NNS in/IN gun/NN crimes/NNS
being/VBG debated/VBN in/IN the/DT floor/NN
the/DT line/NN in/IN duty/NN with/IN
and/CC because/IN in/IN that/DT many/JJ
the/DT interest/NN in/IN truth/NN of/IN
the/DT protection/NN in/IN negligent/JJ gun/NN
the/DT line/NN in/IN duty/NN with/IN
deprive/VB them/PRP in/IN their/PRP$ basic/JJ
a/DT court/NN in/IN law/NN
a/DT leader/NN in/IN this/DT important/JJ
the/DT victims/NNS in/IN gun/NN violence/NN
the/DT question/NN in/IN terrorists/NNS trying/VBG
their/PRP$ hands/NNS in/IN guns/NNS of/IN
from/IN January/NNP in/IN this/DT year/NN
and/CC June/NNP in/IN known/VBN or/CC
who/WP are/VBP in/IN the/DT terrorist/JJ
additional/JJ people/NNS in/IN the/DT terrorist/JJ
i/FW am/VBP in/IN the/DT terrorist/JJ
the/DT commission/NN in/IN a/DT crime/NN
of/IN committee/NN in/IN this/DT amendment/NN
the/DT door/NN in/IN lawsuits/NNS by/IN
the/DT victims/NNS in/IN the/DT snipers/NNS
the/DT business/NN in/IN passing/VBG legislation/NN
the/DT hands/NNS in/IN killers/NNS of/IN
to/TO go/VB in/IN the/DT kind/NN
the/DT kind/NN in/IN rampage/NN that/IN
the/DT death/NN in/IN so/RB many/JJ
am/VBP writing/VBG in/IN behalf/NN on/IN
the/DT protection/NN in/IN lawful/JJ commerce/NN
the/DT province/NN in/IN state/NN legislatures/NNS
integral/JJ function/NN in/IN state/NN common/JJ
new/JJ class/NN in/IN protected/JJ defendants/NNS
legitimate/JJ concerns/NNS in/IN some/DT about/IN
a/DT number/NN in/IN suits/NNS filed/VBN
the/DT traditions/NNS in/IN state/NN responsibility/NN
significant/JJ number/NN in/IN suits/NNS or/CC
single/JJ hearing/NN in/IN s/PRP or/CC
an/DT average/NN in/IN children/NNS under/IN
the/DT age/NN in/IN and/CC over/IN
the/DT ability/NN in/IN states/NNS to/TO
the/DT importation/NN in/IN nonsporting/JJ firearms/NNS
nothing/NN short/JJ in/IN madness/NN
buys/VBZ guns/NNS in/IN behalf/NN in/IN
in/IN behalf/NN in/IN prohibited/VBN buyers/NNS
that/IN many/JJ in/IN us/PRP have/VBP
substantive/JJ aspects/NNS in/IN s/PRP hr/VBP
of/IN action/NN in/IN greater/JJR cleveland/NN
a/DT professor/NN in/IN law/NN at/IN
the/DT university/NN in/IN michigan/NN law/NN
legal/JJ implications/NNS in/IN s/PRP and/CC
the/DT protection/NN in/IN lawful/JJ commerce/NN
the/DT misuse/NN in/IN their/PRP$ products/NNS
criminal/JJ misuse/NN in/IN firearms/NNS
the/DT probability/NN in/IN which/WDT makes/VBZ
or/CC one/CD in/IN the/DT hazards/NNS
preventable/JJ risk/NN in/IN third/JJ party/NN
from/IN sales/NNS in/IN guns/NNS that/WDT
the/DT face/NN in/IN the/DT bill/NN
the/DT possibility/NN in/IN tort/NN liability/NN
the/DT risks/NNS in/IN foreseeable/JJ third/JJ
every/DT detail/NN in/IN life/NN even/RB
traditional/JJ framework/NN in/IN its/PRP$ head/NN
and/CC scope/NN in/IN s/PRP and/CC
of/IN support/NN in/IN senate/NN bill/NN
the/DT protection/NN in/IN lawful/JJ commerce/NN
strong/JJ supporter/NN in/IN the/DT second/JJ
the/DT rights/NNS in/IN americans/NNS to/TO
my/PRP$ colleagues/NNS in/IN both/DT sides/NNS
both/DT sides/NNS in/IN the/DT aisle/NN
amendment/NN rights/NNS in/IN american/JJ citizens/NNS
the/DT protection/NN in/IN lawful/JJ commerce/NN
s/VBZ culture/NN in/IN frivolous/JJ litigation/NN
regulatory/JJ structure/NN in/IN governmentsponsored/VBN enterprises/NNS
longstanding/JJ tolerance/NN in/IN this/DT matter/NN
many/JJ hours/NNS in/IN agony/JJ i/FW
the/DT consideration/NN in/IN the/DT rule/NN
the/DT construction/NN in/IN hundreds/NNS in/IN
in/IN hundreds/NNS in/IN manager/NN s/VBZ
one/CD element/NN in/IN that/DT manager/NN
for/IN victims/NNS in/IN the/DT significant/JJ
about/IN restoration/NN in/IN housing/NN of/IN
the/DT case/NN in/IN hurricane/NN victims/NNS
victims/NNS many/JJ in/IN whom/WP do/VBP
any/DT number/NN in/IN circumstances/NNS around/IN
of/IN light/NN in/IN the/DT concerns/NNS
the/DT construct/VBP in/IN the/DT final/JJ
small/JJ cabal/NN in/IN or/CC so/IN
economic/JJ policies/NNS in/IN the/DT socalled/JJ
basic/JJ tenet/NN in/IN the/DT american/JJ
of/IN favor/NN in/IN the/DT manager/NN
low/JJ rates/NNS in/IN interest/NN
on/IN terms/NNS in/IN assets/NNS and/CC
the/DT definition/NN in/IN tyranny/NN
an/DT amendment/NN in/IN the/DT floor/NN
under/IN provisions/NNS in/IN the/DT bill/NN
mention/VB one/CD in/IN the/DT pieces/NNS
the/DT pieces/NNS in/IN their/PRP$ amendment/NN
open/JJ rule/NN in/IN this/DT issue/NN
a/DT condition/NN in/IN the/DT bill/NN
weigh/VB of/IN in/IN that/DT
highest/JJS rate/NN in/IN homeownership/NN on/IN
united/VBN states/NNS in/IN america/NN
highest/JJS rate/NN in/IN homeownership/NN of/IN
the/DT rule/NN in/IN hr/NN
of/IN any/DT in/IN the/DT sections/NNS
the/DT sections/NNS in/IN the/DT legislation/NN
national/JJ council/NN in/IN la/DT raza/NN
of/IN behalf/NN in/IN the/DT jesuit/NN
conference/NN board/NN in/IN the/DT society/NN
the/DT society/NN in/IN jesus/NN on/IN
reform/NN act/NN in/IN that/DT concerns/VBZ
home/NN state/NN in/IN new/JJ jersey/NN
the/DT provision/NN in/IN affordable/JJ housing/NN
one/CD member/NN in/IN this/DT body/NN
vast/JJ majority/NN in/IN americans/NNS are/VBP
ranking/JJ democrat/NN in/IN this/DT committee/NN
reported/VBN out/RP in/IN the/DT committee/NN
the/DT committee/NN in/IN rules/NNS last/JJ
consider/VBP one/CD in/IN the/DT most/RBS
ranking/JJ member/NN in/IN the/DT body/NN
the/DT ability/NN in/IN experienced/JJ faithbased/JJ
i/FW serve/VBP in/IN the/DT committee/NN
the/DT committee/NN in/IN financial/JJ services/NNS
and/CC hundreds/NNS in/IN hours/NNS and/CC
probably/RB one/CD in/IN the/DT best/JJS
best/JJS examples/NNS in/IN bipartisan/JJ activity/NN
the/DT committee/NN in/IN rules/NNS on/IN
faithbased/JJ entities/NNS in/IN this/DT country/NN
great/JJ right/NN in/IN which/WDT our/PRP$
a/DT list/NN in/IN these/DT organizations/NNS
the/DT inclusion/NN in/IN language/NN on/IN
of/IN need/NN in/IN affordable/JJ housing/NN
the/DT starkest/JJS in/IN terms/NNS the/DT
bottom/JJ quartile/NN in/IN income/NN on/IN
an/DT act/NN in/IN christian/JJ stewardship/NN
an/DT extension/NN in/IN our/PRP$ baptismal/JJ
the/DT dignity/NN in/IN every/DT human/JJ
reform/NN act/NN in/IN includes/VBZ provisions/NNS
the/DT restrictions/NNS in/IN nonprofit/JJ organizations/NNS
the/DT rights/NNS in/IN affiliation/NN
people/NNS in/IN color/NN are/VBP
the/DT right/NN in/IN all/DT americans/NNS
the/DT rights/NNS in/IN the/DT disadvantaged/JJ
the/DT rights/NNS in/IN nonprofits/NNS of/IN
the/DT wake/NN in/IN the/DT death/NN
the/DT death/NN in/IN rosa/NN parks/NNS
on/IN favor/NN in/IN the/DT bill/NN
the/DT bill/NN in/IN may/MD hr/VB
the/DT kind/NN in/IN legislation/NN that/IN
an/DT attack/NN in/IN poor/JJ people/NNS
rise/VBP out/RP in/IN poverty/NN
the/DT ability/NN in/IN the/DT poor/JJ
congressman/NN mcgovern/NN in/IN behalf/NN on/IN
national/JJ association/NN in/IN catholic/JJ social/JJ
the/DT creation/NN in/IN the/DT housing/NN
one/CD in/IN the/DT strengths/NNS
universal/JJ involvement/NN in/IN communitybased/JJ and/CC
of/IN hr/NN in/IN activities/NNS that/WDT
on/IN thousands/NNS in/IN families/NNS have/VBP
the/DT needs/NNS in/IN these/DT survivors/NNS
the/DT leadership/NN in/IN the/DT other/JJ
other/JJ side/NN in/IN the/DT aisle/NN
housing/NN many/JJ in/IN these/DT organizations/NNS
participating/VBG because/RB in/IN this/DT provision/NN
some/DT in/IN the/DT issues/NNS
i/FW think/VB in/IN receivership/NN and/CC
and/CC all/DT in/IN the/DT debates/NNS
or/CC both/DT in/IN the/DT gses/NNS
provide/VB hundreds/NNS in/IN millions/NNS on/IN
homes/NNS instead/RB in/IN political/JJ advocacy/NN
am/VBP thinking/VBG in/IN habitat/NN for/IN
and/CC then/RB in/IN course/NN along/IN
the/DT nature/NN in/IN a/DT substitute/NN
the/DT committee/NN in/IN financial/JJ services/NNS
all/DT points/NNS in/IN order/NN against/IN
a/DT division/NN in/IN the/DT question/NN
reform/NN act/NN in/IN
from/IN members/NNS in/IN both/DT sides/NNS
the/DT wake/NN in/IN hurricanes/NNS katrina/NNS
a/DT part/NN in/IN this/DT debate/NN
the/DT construction/NN in/IN permanent/JJ progressive/JJ
addition/NN turnout/NN in/IN a/DT total/NN
a/DT total/NN in/IN million/CD increasing/VBG
the/DT needs/NNS in/IN the/DT most/RBS
control/VBP only/RB in/IN legislative/JJ seats/NNS
gathering/NN phase/NN in/IN the/DT campaign/NN
on/IN hundreds/NNS in/IN thousands/NNS on/IN
the/DT importance/NN in/IN every/DT vote/NN
a/DT coalition/NN in/IN necessity/NN is/VBZ
the/DT interests/NNS in/IN all/DT our/PRP$
the/DT hands/NNS in/IN those/DT who/WP
the/DT process/NN in/IN completing/VBG this/DT
in/IN the/DT unregistered/JJ
voters/NNS statewide/RB in/IN these/DT voters/NNS
to/TO register/VB in/IN these/DT potential/JJ
of/IN florida/NN in/IN whom/WP are/VBP
methodist/JJ church/NN in/IN dallas/NNS texas/NNS
the/DT congress/NN in/IN the/DT united/VBN
constitutional/JJ rights/NNS in/IN the/DT citizens/NNS
the/DT citizens/NNS in/IN this/DT country/NN
the/DT idea/NN in/IN providing/VBG funds/NNS
america/NN lack/NN in/IN housing/NN the/DT
the/DT inclusion/NN in/IN an/DT affordable/JJ
important/JJ part/NN in/IN the/DT mission/NN
many/JJ members/NNS in/IN the/DT united/VBN
any/DT kind/NN in/IN effort/NN to/TO
get/VB all/DT in/IN our/PRP$ citizens/NNS
a/DT member/NN in/IN the/DT financial/JJ
the/DT mission/NN in/IN the/DT united/VBN
the/DT age/NN in/IN i/FW lived/VBD
a/DT photograph/NN in/IN the/DT shack/NN
the/DT interests/NNS in/IN the/DT most/RBS
political/JJ purposes/NNS in/IN some/DT study/NN
an/DT assault/NN in/IN the/DT poor/JJ
most/RBS nonpartisan/JJ in/IN ways/NNS but/CC
bipartisan/JJ version/NN in/IN hr/NN that/WDT
a/DT lot/NN in/IN the/DT concerns/NNS
average/JJ cost/NN in/IN a/DT home/NN
been/VBN put/VBN in/IN there/EX which/WDT
my/PRP$ colleagues/NNS in/IN the/DT financial/JJ
me/PRP because/IN in/IN its/PRP$ potential/JJ
am/VBP proud/JJ in/IN the/DT work/NN
the/DT construction/NN in/IN the/DT reform/NN
on/IN may/MD in/IN both/DT hud/NN
were/VBD suggestive/JJ in/IN reforms/NNS which/WDT
the/DT work/NN in/IN economic/JJ pencil/NN
continued/VBN flow/NN in/IN subsidies/NNS to/TO
to/TO onethousandths/NNS in/IN a/DT cent/NN
through/IN guarantees/NNS in/IN obligations/NNS that/IN
further/RB examination/NN in/IN the/DT ability/NN
the/DT matter/NN in/IN the/DT unwarranted/JJ
a/DT host/NN in/IN other/JJ matters/NNS
operations/NNS standards/NNS in/IN the/DT bill/NN
risks/NNS management/NN in/IN interest/NN rate/NN
reserves/NNS management/NN in/IN asset/NN and/CC
finally/RB in/IN page/NN on/IN
an/DT analysis/NN in/IN the/DT potential/JJ
financial/JJ system/NN in/IN portfolio/NN holdings/NNS
best/JJS interest/NN in/IN the/DT united/VBN
the/DT scope/NN in/IN this/DT debate/NN
the/DT resources/NNS in/IN this/DT proposal/NN
advocacy/NN as/IN in/IN the/DT date/NN
on/IN passage/NN in/IN this/DT bill/NN
on/IN excess/NN in/IN billion/CD for/IN
trailer/NN city/NN in/IN groom/NN road/NN
to/TO one/CD in/IN those/DT trailers/NNS
the/DT expense/NN in/IN advancing/VBG replacement/NN
average/JJ income/NN in/IN those/DT who/WP
the/DT purchase/NN in/IN new/JJ homes/NNS
end/NN because/IN in/IN the/DT discussion/NN
a/DT few/JJ in/IN the/DT outside/NN
way/NN touching/VBG in/IN them/PRP
of/IN some/DT in/IN the/DT most/RBS
or/CC anything/NN in/IN that/DT nature/NN
and/CC all/DT in/IN us/PRP can/MD
great/JJ deal/NN in/IN pride/NN on/IN
a/DT percentage/NN in/IN the/DT profits/NNS
new/JJ stock/NN in/IN affordable/JJ housing/NN
other/JJ houses/NNS in/IN worship/NN the/DT
any/DT type/NN in/IN nonpartisan/JJ voter/NN
and/CC house/NN in/IN worship/NN of/IN
many/JJ members/NNS in/IN the/DT cloth/NN
defeated/VBN all/DT in/IN the/DT good/JJ
ripple/NN effects/NNS in/IN local/JJ homeowners/NNS
the/DT name/NN in/IN this/DT theoretical/JJ
theoretical/JJ term/NN in/IN systemic/JJ risk/NN
on/IN advance/NN in/IN any/DT real/JJ
a/DT mortgage/NN in/IN sounds/NNS like/IN
some/DT examples/NNS in/IN housing/NN prices/NNS
the/DT city/NN in/IN salinas/NNS of/IN
the/DT inclusion/NN in/IN a/DT provision/NN
other/JJ parts/NNS in/IN the/DT country/NN
americans/NNS regardless/RB in/IN the/DT geographic/JJ
median/JJ price/NN in/IN a/DT home/NN
the/DT lesser/JJR in/IN percent/NN on/IN
the/DT maximum/NN in/IN the/DT area/NN
at/IN percent/NN in/IN the/DT current/JJ
the/DT benefits/NNS in/IN their/PRP$ contributions/NNS
great/JJ deal/NN in/IN what/WP the/DT
great/JJ deal/NN in/IN what/WP is/VBZ
be/VB focusing/VBG in/IN some/DT specific/JJ
ranking/JJ member/NN in/IN the/DT minority/NN
the/DT impact/NN in/IN the/DT affordable/JJ
of/IN need/NN in/IN further/JJ time/NN
appropriate/JJ speaker/NN in/IN our/PRP$ side/NN
the/DT rights/NNS in/IN people/NNS to/TO
xz/NN one/CD in/IN our/PRP$ most/RBS
a/DT lot/NN in/IN what/WP is/VBZ
areas/NNS some/DT in/IN the/DT restrictions/NNS
the/DT restrictions/NNS in/IN what/WP people/NNS
church/NN out/IN in/IN affordable/JJ housing/NN
small/JJ part/NN in/IN the/DT manager/NN
the/DT result/NN in/IN taking/VBG into/IN
came/VBD out/RP in/IN committee/NN like/IN
come/VB on/IN in/IN their/PRP$ own/JJ
to/TO vote/VB in/IN everything/NN of/IN
the/DT restrictions/NNS in/IN what/WP these/DT
the/DT level/NN in/IN profits/NNS fannie/NN
through/IN hundreds/NNS in/IN millions/NNS on/IN
is/VBZ one/CD in/IN the/DT best/JJS
one/CD instead/RB in/IN requiring/VBG that/IN
the/DT house/NN in/IN representatives/NNS the/DT
serves/VBZ tens/NNS in/IN thousands/NNS on/IN
oppose/VB inclusion/NN in/IN these/DT kinds/NNS
the/DT supply/NN in/IN affordable/JJ housing/NN
sustainable/JJ source/NN in/IN funds/NNS to/TO
shelter/NN needs/VBZ in/IN extremely/RB lowincome/JJ
impose/VB restrictions/NNS in/IN the/DT eligibility/NN
the/DT eligibility/NN in/IN nonprofit/JJ faithbased/JJ
while/IN in/IN one/CD hand/NN
nonprofit/JJ sponsors/NNS in/IN affordable/JJ senior/JJ
possible/JJ quality/NN in/IN life/NN for/IN
dear/RB leaders/NNS in/IN the/DT house/NN
the/DT house/NN in/IN representatives/NNS we/PRP
of/IN behalf/NN in/IN the/DT union/NN
the/DT union/NN in/IN orthodox/JJ jewish/NN
reform/NN act/NN in/IN hr/NN contains/VBZ
oppose/VB inclusion/NN in/IN these/DT kinds/NNS
the/DT diversion/NN in/IN funds/NNS to/TO
to/TO go/VB in/IN record/NN against/IN
and/CC inclusion/NN in/IN children/NNS and/CC
agenda/NN focuses/VBZ in/IN civil/JJ rights/NNS
efforts/NNS regardless/RB in/IN the/DT source/NN
over/IN activities/NNS in/IN nonprofit/JJ disability/NN
of/IN jeopardy/NN in/IN violating/VBG both/CC
because/IN some/DT in/IN these/DT same/JJ
extreme/JJ breadth/NN in/IN the/DT language/NN
subsequent/JJ ownership/NN in/IN affordable/JJ rental/JJ
the/DT column/NN in/IN nonpartisan/JJ
could/MD vote/VB in/IN the/DT manager/NN
when/WRB members/NNS in/IN the/DT other/JJ
right/RB many/JJ in/IN them/PRP because/IN
on/IN January/NNP in/IN freddie/NN mac/NN
unaudited/JJ statement/NN in/IN earnings/NNS for/IN
November/NNP in/IN the/DT next/JJ
a/DT restatement/NN in/IN past/JJ accounting/NN
of/IN December/NNP in/IN the/DT fannie/NN
on/IN June/NNP in/IN after/IN years/NNS
of/IN September/NNP in/IN in/IN that/DT
September/NNP in/IN in/IN that/DT year/NN
lowest/JJS level/NN in/IN anytime/RB during/IN
go/VBP out/RP in/IN their/PRP$ range/NN
their/PRP$ range/NN in/IN portfolio/NN
every/DT state/NN in/IN the/DT union/NN
home/NN people/NNS in/IN low/JJ and/CC
upperincome/NN levels/NNS in/IN and/CC the/DT
one/CD in/IN my/PRP$ amendments/NNS
loan/NN bank/NN in/IN chicago/NNP s/VBZ
awarded/VBD million/CD in/IN subsidies/NNS to/TO
town/NN area/NN in/IN chicago/NNP to/TO
better/JJR sense/NN in/IN the/DT impact/NN
the/DT cost/NN in/IN housing/NN of/IN
arduous/JJ task/NN in/IN planning/VBG the/DT
the/DT increase/NN in/IN new/JJ construction/NN
because/IN in/IN the/DT hard/JJ
and/CC dedication/NN in/IN brc/NN joly/NN
the/DT history/NN in/IN america/NN
but/CC all/DT in/IN a/DT sudden/JJ
the/DT size/NN in/IN fannie/NN and/CC
their/PRP$ mission/NN in/IN creating/VBG liquidity/NN
the/DT size/NN in/IN the/DT gse/NN
key/JJ ingredient/NN in/IN support/NN for/IN
would/MD be/VB in/IN the/DT floor/NN
the/DT provisions/NNS in/IN the/DT bill/NN
the/DT purposes/NNS in/IN constructing/VBG affordable/JJ
the/DT floor/NN in/IN the/DT house/NN
the/DT vote/NN in/IN the/DT manager/NN
a/DT multitude/NN in/IN subjects/NNS that/WDT
the/DT vote/NN in/IN the/DT issue/NN
be/VB made/VBN in/IN that/DT manager/NN
get/VB people/NNS in/IN the/DT rolls/NNS
distinguished/JJ member/NN in/IN the/DT rules/NNS
the/DT request/NN in/IN ranking/VBG member/NN
the/DT conference/NN in/IN catholic/JJ bishops/NNS
the/DT ability/NN in/IN experienced/JJ faithbased/JJ
on/IN hr/NN in/IN activities/NNS that/WDT
my/PRP$ district/NN in/IN houston/NN sign/NN
prohibit/VBP diversion/NN in/IN program/NN funds/NNS
where/WRB hundreds/NNS in/IN thousands/NNS on/IN
government/NN hearing/NN in/IN gse/NN reform/NN
democratic/JJ member/NN in/IN the/DT subcommittee/NN
standards/NNS based/VBN in/IN competition/NN rather/RB
arbitrary/JJ limitations/NNS in/IN gse/NN portfolios/NNS
alter/VB provisions/NNS in/IN the/DT bill/NN
the/DT end/NN in/IN the/DT day/NN
it/PRP moves/VBZ in/IN on/IN the/DT
