highest/JJS body/NN of/IN elected/VBN officials/NNS 
a/DT restatement/NN of/IN past/JJ accounting/NN 
September/NNP of/IN ofheo/NN makes/VBZ 
highly/RB critical/JJ of/IN accounting/NN methods/NNS 
accounting/NN methods/NNS of/IN fannie/NN mae/NN 
November/NNP of/IN fannie/NN announces/NNS 
December/NNP of/IN the/DT securities/NNS 
in/IN December/NNP of/IN the/DT fannie/NN 
in/IN June/NNP of/IN after/IN years/NNS 
accounting/NN violations/NNS of/IN fannie/NN mae/NN 
a/DT need/NN of/IN entities/NNS that/WDT 
in/IN support/NN of/IN this/DT legislation/NN 
one/CD of/IN the/DT main/JJ 
stable/JJ means/NNS of/IN support/NN for/IN 
at/IN times/NNS of/IN crisis/NN 
during/IN times/NNS of/IN potential/JJ difficulty/NN 
a/DT source/NN of/IN stability/NN to/TO 
every/DT month/NN of/IN you/PRP will/MD 
in/IN September/NNP of/IN of/IN that/DT 
September/NNP of/IN of/IN that/DT year/NN 
lowest/JJS level/NN of/IN anytime/RB during/IN 
go/VBP out/IN of/IN their/PRP$ range/NN 
their/PRP$ range/NN of/IN portfolio/NN 
original/JJ focus/NN of/IN the/DT gses/NNS 
an/DT income/NN of/IN around/IN 
an/DT income/NN of/IN in/IN order/NN 
the/DT intent/NN of/IN gses/NNS 
the/DT balance/NN of/IN my/PRP$ time/NN 
in/IN need/NN of/IN gses/NNS to/TO 
a/DT number/NN of/IN different/JJ variations/NNS 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT purpose/NN of/IN fannie/NN mae/NN 
your/PRP$ savings/NNS of/IN around/IN or/CC 
the/DT focus/NN of/IN congress/NN should/MD 
every/DT state/NN of/IN the/DT union/NN 
home/NN people/NNS of/IN low/JJ and/CC 
the/DT assistance/NN of/IN a/DT governmentbacked/VBN 
upperincome/NN levels/NNS of/IN and/CC the/DT 
very/RB proud/JJ of/IN the/DT committee/NN 
committee/NN print/NN of/IN hr/NN legislation/NN 
regulatory/JJ structure/NN of/IN the/DT government/NN 
are/VBP part/NN of/IN the/DT bill/NN 
one/CD of/IN my/PRP$ amendments/NNS 
minority/NN component/NN of/IN the/DT single/JJ 
muchneeded/JJ expansion/NN of/IN fannie/NN and/CC 
assist/VB victims/NNS of/IN hurricane/NN katrina/NNS 
devote/VB percent/NN of/IN after/IN tax/NN 
devote/VB percent/NN of/IN each/DT year/NN 
private/JJ source/NN of/IN funding/NN for/IN 
my/PRP$ hometown/NN of/IN chicago/NNP the/DT 
loan/NN bank/NN of/IN chicago/NNP s/VBZ 
housing/NN needs/NNS of/IN low/JJ and/CC 
awarded/VBD million/CD of/IN subsidies/NNS to/TO 
or/CC rehabilitated/VBN of/IN which/WDT percent/NN 
town/NN area/NN of/IN chicago/NNP to/TO 
better/JJR sense/NN of/IN the/DT impact/NN 
the/DT cost/NN of/IN housing/NN in/IN 
increased/VBN recognition/NN of/IN humboldt/JJ park/NN 
and/CC developers/NNS of/IN expensive/JJ luxury/NN 
arduous/JJ task/NN of/IN planning/VBG the/DT 
the/DT loss/NN of/IN affordable/JJ housing/NN 
the/DT increase/NN of/IN new/JJ construction/NN 
or/CC less/JJR of/IN the/DT area/NN 
total/JJ cost/NN of/IN the/DT project/NN 
ahp/NN grant/NN of/IN 
the/DT city/NN of/IN chicago/NNP trust/NN 
enviable/JJ display/NN of/IN community/NN pride/NN 
because/IN of/IN the/DT hard/JJ 
and/CC dedication/NN of/IN brc/NN joly/NN 
strong/JJ sense/NN of/IN community/NN and/CC 
those/DT of/IN us/PRP on/IN 
is/VBZ outside/IN of/IN the/DT gse/NN 
small/JJ minority/NN of/IN radical/JJ conservative/JJ 
any/DT affiliate/NN of/IN the/DT nonprofit/JJ 
the/DT provision/NN of/IN affordable/JJ housing/NN 
a/DT part/NN of/IN the/DT manager/NN 
tiny/JJ minority/NN of/IN conservatives/NNS who/WP 
the/DT inclusion/NN of/IN these/DT provisions/NNS 
a/DT lot/NN of/IN americans/NNS they/PRP 
highest/JJS rate/NN of/IN homeownership/NN in/IN 
the/DT history/NN of/IN america/NN 
a/DT number/NN of/IN abuses/NNS 
saw/VBD all/DT of/IN these/DT accounting/NN 
and/CC worldcoms/NNS of/IN the/DT world/NN 
these/DT types/NNS of/IN corporate/JJ abuses/NNS 
but/CC all/DT of/IN a/DT sudden/JJ 
the/DT chairman/NN of/IN our/PRP$ federal/JJ 
portfolio/NN holdings/NNS of/IN their/PRP$ own/JJ 
other/JJ side/NN of/IN the/DT aisle/NN 
the/DT size/NN of/IN fannie/NN and/CC 
their/PRP$ mission/NN of/IN creating/VBG liquidity/NN 
the/DT size/NN of/IN the/DT gse/NN 
key/JJ ingredient/NN of/IN support/NN for/IN 
the/DT ability/NN of/IN those/DT who/WP 
the/DT provisions/NNS of/IN the/DT bill/NN 
the/DT purposes/NNS of/IN constructing/VBG affordable/JJ 
a/DT number/NN of/IN faithbased/JJ organizations/NNS 
the/DT floor/NN of/IN the/DT house/NN 
a/DT multitude/NN of/IN subjects/NNS that/WDT 
the/DT ability/NN of/IN some/DT groups/NNS 
distinguished/JJ member/NN of/IN the/DT rules/NNS 
the/DT request/NN of/IN ranking/VBG member/NN 
the/DT cost/NN of/IN living/NN 
american/JJ dream/NN of/IN homeownership/NN possible/JJ 
american/JJ dream/NN of/IN homeownership/NN even/RB 
the/DT conference/NN of/IN catholic/JJ bishops/NNS 
the/DT ability/NN of/IN experienced/JJ faithbased/JJ 
my/PRP$ district/NN of/IN houston/NN texas/NNS 
a/DT plethora/NN of/IN faithbased/JJ organizations/NNS 
the/DT secretary/NN of/IN housing/NN and/CC 
the/DT obtainment/NN of/IN opportunities/NNS by/IN 
the/DT spirit/NN of/IN the/DT us/PRP 
prevent/VBP abuse/NN of/IN this/DT funding/NN 
groups/NNS many/JJ of/IN which/WDT operate/VBP 
my/PRP$ district/NN of/IN houston/NN sign/NN 
prohibit/VBP diversion/NN of/IN program/NN funds/NNS 
where/WRB hundreds/NNS of/IN thousands/NNS of/IN 
of/IN thousands/NNS of/IN families/NNS have/VBP 
the/DT needs/NNS of/IN these/DT survivors/NNS 
the/DT regulation/NN of/IN housing/NN governmentsponsored/VBN 
the/DT subcommittee/NN of/IN jurisdiction/NN i/FW 
hear/VB scores/NNS of/IN witnesses/NNS 
good/JJ piece/NN of/IN legislation/NN 
overwhelming/JJ backing/NN of/IN my/PRP$ colleagues/NNS 
a/DT vote/NN of/IN to/TO while/IN 
about/IN some/DT of/IN the/DT amendments/NNS 
a/DT number/NN of/IN new/JJ provisions/NNS 
the/DT ability/NN of/IN faithbased/JJ groups/NNS 
treasury/NN line/NN of/IN credit/NN for/IN 
alter/VB provisions/NNS of/IN the/DT bill/NN 
a/DT number/NN of/IN good/JJ amendments/NNS 
hope/VBP all/DT of/IN my/PRP$ colleagues/NNS 
the/DT support/NN of/IN the/DT national/JJ 
national/JJ association/NN of/IN home/NN builders/NNS 
national/JJ association/NN of/IN realtors/NNS 
the/DT end/NN of/IN the/DT day/NN 
come/VBN out/IN of/IN this/DT house/NN 
walk/VB out/IN of/IN here/RB today/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
great/JJ deal/NN of/IN respect/NN for/IN 
the/DT proponent/NN of/IN this/DT amendment/NN 
the/DT standpoint/NN of/IN during/IN the/DT 
the/DT years/NNS of/IN consideration/NN of/IN 
of/IN consideration/NN of/IN this/DT bill/NN 
have/VB direction/NN of/IN the/DT portfolio/NN 
and/CC fancy/NN of/IN a/DT regulator/NN 
the/DT whim/NN of/IN the/DT regulator/NN 
both/DT sides/NNS of/IN the/DT aisle/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
corporate/JJ governance/NN of/IN fannie/NN mae/NN 
the/DT support/NN of/IN the/DT national/JJ 
national/JJ association/NN of/IN homebuilders/NNS and/CC 
national/JJ association/NN of/IN realtors/NNS 
board/NN structures/NNS of/IN the/DT three/CD 
the/DT charters/NNS of/IN fannie/NN mae/NN 
the/DT boards/NNS of/IN both/DT enterprises/NNS 
the/DT charters/NNS of/IN the/DT federal/JJ 
the/DT boards/NNS of/IN fannie/NN mae/NN 
the/DT boards/NNS of/IN the/DT federal/JJ 
the/DT board/NN of/IN fannie/NN mae/NN 
unique/JJ nature/NN of/IN their/PRP$ charters/NNS 
highest/JJS levels/NNS of/IN governance/NN 
the/DT viability/NN of/IN our/PRP$ nation/NN 
the/DT benefits/NNS of/IN this/DT system/NN 
the/DT size/NN of/IN corporate/JJ boards/NNS 
the/DT terms/NNS of/IN service/NN at/IN 
the/DT boards/NNS of/IN the/DT federal/JJ 
the/DT number/NN of/IN independent/JJ directors/NNS 
the/DT markup/NN of/IN this/DT bill/NN 
the/DT backing/NN of/IN those/DT who/WP 
national/JJ association/NN of/IN home/NN builders/NNS 
national/JJ association/NN of/IN realtors/NNS 
governing/VBG board/NN of/IN directors/NNS that/WDT 
full/JJ range/NN of/IN lt/NN center/NN 
s/VBZ board/NN of/IN directors/NNS are/VBP 
management/NN activities/NNS of/IN the/DT gses/NNS 
the/DT support/NN of/IN everyone/NN who/WP 
the/DT support/NN of/IN the/DT home/NN 
the/DT basis/NN of/IN knowing/VBG the/DT 
corporate/JJ governance/NN of/IN this/DT body/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
best/JJS interest/NN of/IN our/PRP$ nation/NN 
the/DT sake/NN of/IN partisan/JJ politics/NNS 
new/JJ burden/NN of/IN requiring/VBG these/DT 
the/DT effect/NN of/IN this/DT constraint/NN 
the/DT diversity/NN of/IN assistance/NN that/WDT 
groups/NNS capable/JJ of/IN connecting/VBG people/NNS 
the/DT regulation/NN of/IN our/PRP$ nation/NN 
largest/JJS source/NN of/IN mortgages/NNS 
capital/NN requirements/NNS of/IN the/DT bill/NN 
the/DT bringing/NN of/IN the/DT bill/NN 
the/DT support/NN of/IN the/DT administration/NN 
to/TO some/DT of/IN the/DT debate/NN 
the/DT department/NN of/IN the/DT treasury/NN 
the/DT amount/NN of/IN capital/NN needed/VBN 
broad/JJ categories/NNS of/IN business/NN risk/NN 
a/DT year/NN of/IN about/IN percent/NN 
about/IN percent/NN of/IN their/PRP$ debt/NN 
because/IN of/IN the/DT scale/NN 
the/DT scale/NN of/IN shortterm/JJ obligations/NNS 
shortterm/JJ obligations/NNS of/IN the/DT gses/NNS 
many/JJ billions/NNS of/IN dollars/NNS of/IN 
of/IN dollars/NNS of/IN obligations/NNS each/DT 
a/DT matter/NN of/IN days/NNS and/CC 
earnings/NNS because/IN of/IN accounting/NN problems/NNS 
the/DT failure/NN of/IN either/DT institution/NN 
loan/NN crisis/NN of/IN a/DT generation/NN 
become/VBP receivers/NNS of/IN risk/NN and/CC 
new/JJ lines/NNS of/IN business/NN as/IN 
the/DT discretion/NN of/IN the/DT new/JJ 
the/DT intent/NN of/IN the/DT language/NN 
in/IN cost/NN of/IN money/NN provided/VBN 
growing/VBG presence/NN of/IN gses/NNS in/IN 
all/DT assets/NNS of/IN a/DT given/VBN 
given/VBN kind/NN of/IN industry/NN within/IN 
reported/VBD out/IN of/IN committee/NN 
the/DT spirit/NN of/IN bipartisanship/NN has/VBZ 
like/IN all/DT of/IN us/PRP supported/VBD 
coming/VBG out/IN of/IN the/DT committee/NN 
undemocratic/JJ provisions/NNS of/IN the/DT manager/NN 
the/DT creation/NN of/IN an/DT affordable/JJ 
the/DT communities/NNS of/IN color/NN and/CC 
where/WRB some/DT of/IN the/DT republicans/NNS 
the/DT bidding/NN of/IN rightwing/VBG ideologues/NNS 
most/RBS fundamental/JJ of/IN democratic/JJ activities/NNS 
exact/JJ consequences/NNS of/IN this/DT outrageous/JJ 
that/IN residents/NNS of/IN a/DT building/NN 
the/DT core/NN of/IN our/PRP$ democracy/NN 
extreme/JJ provisions/NNS of/IN this/DT amendment/NN 
long/JJ history/NN of/IN being/VBG involved/VBN 
because/IN part/NN of/IN their/PRP$ moral/JJ 
what/WP kind/NN of/IN example/NN are/VBP 
the/DT cornerstone/NN of/IN our/PRP$ democracy/NN 
the/DT ability/NN of/IN american/JJ citizens/NNS 
about/IN percent/NN of/IN what/WP the/DT 
the/DT needs/NNS of/IN my/PRP$ constituents/NNS 
a/DT result/NN of/IN this/DT shortage/NN 
this/DT shortage/NN of/IN homes/NNS priced/VBN 
priced/VBN out/IN of/IN the/DT market/NN 
in/IN favor/NN of/IN raising/VBG the/DT 
part/NN of/IN mr/NN oxley/NN 
the/DT processes/NNS of/IN democratic/JJ government/NN 
you/PRP afraid/JJ of/IN more/JJR americans/NNS 
the/DT thousands/NNS of/IN families/NNS in/IN 
express/JJ terms/NNS of/IN this/DT manager/NN 
literally/RB hundreds/NNS of/IN thousands/NNS of/IN 
of/IN thousands/NNS of/IN homes/NNS across/IN 
southern/JJ part/NN of/IN this/DT country/NN 
the/DT hands/NNS of/IN our/PRP$ nonprofit/JJ 
the/DT separation/NN of/IN church/NN and/CC 
in/IN matters/NNS of/IN worship/NN and/CC 
homeless/JJ free/JJ of/IN any/DT effort/NN 
the/DT business/NN of/IN solely/RB reducing/VBG 
the/DT sort/NN of/IN regulator/NN that/IN 
in/IN support/NN of/IN housing/NN in/IN 
the/DT purpose/NN of/IN providing/VBG housing/NN 
a/DT result/NN of/IN their/PRP$ federal/JJ 
a/DT percentage/NN of/IN their/PRP$ profits/NNS 
lowincome/NN end/NN of/IN the/DT housing/NN 
housing/NN program/NN of/IN the/DT federal/JJ 
nonprofit/JJ recipient/JJ of/IN a/DT housing/NN 
most/RBS fundamental/JJ of/IN our/PRP$ civil/JJ 
both/DT sides/NNS of/IN the/DT aisle/NN 
the/DT promise/NN of/IN housing/NN money/NN 
take/VB out/RP of/IN the/DT bill/NN 
some/DT parts/NNS of/IN the/DT country/NN 
in/IN most/JJS of/IN the/DT nation/NN 
american/JJ dream/NN of/IN owning/VBG your/PRP$ 
a/DT member/NN of/IN the/DT committee/NN 
the/DT result/NN of/IN what/WP up/RP 
a/DT vote/NN of/IN 
a/DT lot/NN of/IN talk/NN talk/NN 
whole/JJ group/NN of/IN people/NNS from/IN 
the/DT numbers/NNS of/IN people/NNS who/WP 
in/IN favor/NN of/IN the/DT frank/JJ 
right/JJ wing/NN of/IN the/DT republican/JJ 
the/DT ability/NN of/IN families/NNS to/TO 
priced/VBN out/IN of/IN their/PRP$ own/JJ 
who/WP dream/VBP of/IN owning/VBG a/DT 
them/PRP out/IN of/IN achieving/VBG the/DT 
one/CD of/IN the/DT sensible/JJ 
price/NN instead/RB of/IN a/DT set/VBN 
the/DT price/NN of/IN purchasing/VBG a/DT 
the/DT ability/NN of/IN families/NNS to/TO 
priced/VBN out/IN of/IN their/PRP$ own/JJ 
the/DT dream/NN of/IN homeownership/NN have/VBP 
who/WP dream/VBP of/IN owning/VBG a/DT 
the/DT forefront/NN of/IN creating/VBG affordable/JJ 
strong/JJ support/NN of/IN hr/NN the/DT 
reform/NN act/NN of/IN 
the/DT forefront/NN of/IN creating/VBG affordable/JJ 
the/DT city/NN of/IN brea/NN police/NN 
the/DT dream/NN of/IN homeownership/NN to/TO 
all/DT of/IN this/DT in/IN 
evergrowing/VBG needs/NNS of/IN our/PRP$ communities/NNS 
lose/VB sight/NN of/IN congress/NN original/JJ 
the/DT mission/NN of/IN fannie/NN mae/NN 
the/DT dream/NN of/IN homeownership/NN 
improve/VB regulation/NN of/IN the/DT gses/NNS 
the/DT accessibility/NN of/IN mortgage/NN funds/NNS 
and/CC soundness/NN of/IN the/DT secondary/JJ 
ultimate/JJ goal/NN of/IN expanding/VBG the/DT 
the/DT supply/NN of/IN affordable/JJ mortgage/NN 
the/DT goal/NN of/IN owning/VBG a/DT 
the/DT bedrock/NN of/IN our/PRP$ economy/NN 
fundamental/JJ part/NN of/IN the/DT american/JJ 
highcost/JJ areas/NNS of/IN the/DT country/NN 
simple/JJ issue/NN of/IN fairness/NN 
simply/RB because/IN of/IN where/WRB they/PRP 
home/NN price/NN of/IN the/DT area/NN 
islands/NNS percent/NN of/IN national/JJ loan/NN 
the/DT portfolios/NNS of/IN the/DT gses/NNS 
during/IN times/NNS of/IN crisis/NN which/WDT 
the/DT growth/NN of/IN the/DT housing/NN 
limit/VB growth/NN of/IN banks/NNS for/IN 
the/DT growth/NN of/IN a/DT gse/NN 
all/DT aspects/NNS of/IN a/DT gse/NN 
unprecedented/JJ level/NN of/IN authority/NN over/IN 
and/CC competition/NN of/IN the/DT gses/NNS 
to/TO dispose/VB of/IN any/DT asset/NN 
capital/NN classifications/NNS of/IN the/DT gse/NN 
to/TO dispose/VB of/IN or/CC acquire/VB 
sound/JJ operation/NN of/IN the/DT gse/NN 
the/DT size/NN of/IN the/DT gse/NN 
and/CC soundness/NN of/IN the/DT company/NN 
in/IN time/NN of/IN crises/NNS and/CC 
the/DT forefront/NN of/IN creating/VBG affordable/JJ 
record/NN high/NN of/IN percent/NN many/JJ 
second/JJ quarter/NN of/IN the/DT national/JJ 
at/IN percent/NN of/IN the/DT statutory/JJ 
significant/JJ majority/NN of/IN entrylevel/JJ homes/NNS 
national/JJ association/NN of/IN realtors/NNS oppose/VBP 
national/JJ association/NN of/IN home/NN builders/NNS 
national/JJ association/NN of/IN mortgage/NN brokers/NNS 
community/NN bankers/NNS of/IN america/JJ national/JJ 
national/JJ alliance/NN of/IN independent/JJ bankers/NNS 
the/DT accuracy/NN of/IN the/DT housing/NN 
the/DT lesser/JJR of/IN percent/NN of/IN 
of/IN percent/NN of/IN the/DT statutory/JJ 
limits/NNS section/NN of/IN the/DT bill/NN 
review/NN yearly/JJ of/IN these/DT highcost/JJ 
the/DT cost/NN of/IN loans/NNS to/TO 
pull/VB out/RB of/IN marketplaces/NNS 
the/DT balance/NN of/IN my/PRP$ time/NN 
increasing/VBG oversight/NN of/IN fannie/NN mae/NN 
the/DT creation/NN of/IN a/DT budgetneutral/JJ 
this/DT kind/NN of/IN program/NN should/MD 
the/DT proclivity/NN of/IN this/DT republican/JJ 
republican/JJ house/NN of/IN gutting/VBG programs/NNS 
nothing/NN short/JJ of/IN miraculous/JJ 
the/DT expense/NN of/IN the/DT rights/NNS 
the/DT rights/NNS of/IN nonprofit/JJ organizations/NNS 
association/NN rights/NNS of/IN all/DT nonprofits/NNS 
the/DT reauthorization/NN of/IN the/DT voting/NN 
the/DT hands/NNS of/IN those/DT groups/NNS 
the/DT provision/NN of/IN affordable/JJ housing/NN 
on/IN behalf/NN of/IN the/DT faithbased/JJ 
typical/JJ piece/NN of/IN republican/JJ legislation/NN 
in/IN support/NN of/IN the/DT bill/NN 
as/IN chairman/NN of/IN the/DT subcommittee/NN 
the/DT strength/NN of/IN the/DT mortgage/NN 
passage/NN of/IN this/DT bill/NN 
the/DT importance/NN of/IN gses/NNS and/CC 
the/DT issues/NNS of/IN affordable/JJ housing/NN 
the/DT effect/NN of/IN the/DT affordable/JJ 
the/DT creation/NN of/IN the/DT governmentsponsored/VBN 
public/JJ service/NN of/IN creating/VBG and/CC 
are/VBP creatures/NNS of/IN the/DT federal/JJ 
current/JJ average/NN of/IN percent/NN for/IN 
the/DT pursuit/NN of/IN the/DT american/JJ 
nearly/RB half/NN of/IN this/DT country/NN 
gse/NN performance/NN of/IN their/PRP$ housing/NN 
of/IN course/NN there/EX 
other/JJ parts/NNS of/IN this/DT bill/NN 
reform/NN act/NN of/IN 
a/DT vote/NN of/IN to/TO we/PRP 
fund/NN sections/NNS of/IN the/DT bill/NN 
on/IN many/JJ of/IN the/DT bill/NN 
nearly/RB half/NN of/IN the/DT residential/JJ 
lack/VBP many/JJ of/IN the/DT supervisory/JJ 
providing/VBG all/DT of/IN the/DT tools/NNS 
and/CC part/NN of/IN hud/NN into/IN 
for/IN divisions/NNS of/IN enterprise/NN regulation/NN 
is/VBZ comprised/VBN of/IN the/DT secretaries/NNS 
the/DT secretaries/NNS of/IN the/DT treasury/NN 
housing/NN role/NN of/IN fannie/NN and/CC 
finance/VB construction/NN of/IN houses/NNS for/IN 
housing/NN program/NN of/IN the/DT federal/JJ 
a/DT percentage/NN of/IN their/PRP$ aftertax/JJ 
subsidy/NN onethird/NN of/IN which/WDT was/VBD 
twentyfive/JJ percent/NN of/IN the/DT gses/NNS 
greater/JJR amount/NN of/IN the/DT gse/NN 
a/DT number/NN of/IN important/JJ changes/NNS 
hr/NN is/VBZ of/IN great/JJ importance/NN 
and/CC soundness/NN of/IN the/DT housing/NN 
housing/NN mission/NN of/IN the/DT gses/NNS 
the/DT stability/NN of/IN this/DT nation/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT help/NN of/IN the/DT gentlewoman/NN 
the/DT chairman/NN of/IN the/DT housing/NN 
both/DT sides/NNS of/IN the/DT aisle/NN 
for/IN all/DT of/IN these/DT years/NNS 
regulatory/JJ structure/NN of/IN the/DT gses/NNS 
a/DT lot/NN of/IN sense/NN something/NN 
a/DT lot/NN of/IN the/DT debate/NN 
particular/JJ part/NN of/IN the/DT manager/NN 
the/DT end/NN of/IN the/DT day/NN 
house/NN of/IN representatives/NNS committee/NN 
reform/NN act/NN of/IN the/DT bill/NN 
further/JJ consideration/NN of/IN hr/NN 
as/IN part/NN of/IN a/DT manager/NN 
during/IN consideration/NN of/IN the/DT bill/NN 
an/DT explanation/NN of/IN its/PRP$ contents/NNS 
jurisdictional/JJ interests/NNS of/IN the/DT judiciary/NN 
oxley/NN house/NN of/IN representatives/NNS committee/NN 
reform/NN act/NN of/IN which/WDT was/VBD 
the/DT jurisdiction/NN of/IN the/DT judiciary/NN 
the/DT cooperation/NN of/IN your/PRP$ staff/NN 
jr/NN house/NN of/IN representatives/NNS committee/NN 
reform/NN act/NN of/IN which/WDT was/VBD 
revenue/NN code/NN of/IN 
in/IN section/NN of/IN hr/NN would/MD 
the/DT jurisdiction/NN of/IN the/DT committee/NN 
the/DT appointment/NN of/IN conferees/NNS or/CC 
a/DT copy/NN of/IN our/PRP$ exchange/NN 
our/PRP$ exchange/NN of/IN letters/NNS on/IN 
thomas/NNS house/NN of/IN representatives/NNS committee/NN 
reform/NN act/NN of/IN 
in/IN section/NN of/IN the/DT bill/NN 
exclusive/JJ jurisdiction/NN of/IN the/DT committee/NN 
the/DT subject/NN of/IN a/DT housesenate/JJ 
this/DT exchange/NN of/IN correspondence/NN in/IN 
the/DT balance/NN of/IN my/PRP$ time/NN 
a/DT number/NN of/IN substantive/JJ and/CC 
reform/NN act/NN of/IN 
housing/NN role/NN of/IN fannie/NN and/CC 
finance/VB construction/NN of/IN houses/NNS for/IN 
housing/NN program/NN of/IN the/DT federal/JJ 
a/DT percentage/NN of/IN their/PRP$ earnings/NNS 
effective/JJ date/NN of/IN the/DT entire/JJ 
contribute/VB percent/NN of/IN aftertax/JJ earnings/NNS 
that/DT percent/NN of/IN such/JJ earnings/NNS 
twentyfive/JJ percent/NN of/IN the/DT gses/NNS 
the/DT use/NN of/IN those/DT funds/NNS 
recipient/JJ use/NN of/IN funds/NNS will/MD 
a/DT freedom/NN of/IN information/NN act/NN 
the/DT proceedings/NNS of/IN the/DT new/JJ 
urge/NN adoption/NN of/IN the/DT manager/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
xz/NN chairman/NN of/IN the/DT gse/NN 
the/DT purpose/NN of/IN the/DT manager/NN 
the/DT balance/NN of/IN my/PRP$ time/NN 
the/DT area/NN of/IN manufactured/JJ housing/NN 
a/DT matter/NN of/IN fact/NN i/FW 
valuable/JJ member/NN of/IN the/DT committee/NN 
a/DT matter/NN of/IN fact/NN i/FW 
in/IN favor/NN of/IN the/DT amendment/NN 
our/PRP$ side/NN of/IN the/DT aisle/NN 
some/DT sections/NNS of/IN that/DT amendment/NN 
in/IN terms/NNS of/IN independence/NN 
basically/RB symbols/NNS of/IN the/DT tie/NN 
